,home_team,home_score,away_team,away_score,Mean_x,std_x,95_flag_x,68_flag_x,50_flag_x,Mean_y,std_y,95_flag_y,68_flag_y,50_flag_y,home_resid,away_resid
29,Canada,28,Japan,55,29.45,12.46536080399217,1,1,1,33.45,18.222728925061073,1,0,0,-1.4499999999999993,21.549999999999997
30,Samoa,43,Tonga,17,31.08,12.685505255630797,1,1,0,24.2,13.449844539422736,1,1,1,11.920000000000002,-7.199999999999999
31,USA,28,Canada,15,26.89,11.150691078725671,1,1,1,20.21,11.546564814224565,1,1,1,1.1099999999999994,-5.210000000000001
32,Tonga,19,Fiji,50,24.2,9.826589566845357,1,1,1,32.34,17.205554756245792,1,0,0,-5.199999999999999,17.659999999999997
33,Japan,41,USA,24,29.44,11.777007054920539,1,0,0,26.06,14.175387243443609,1,1,1,11.559999999999999,-2.0599999999999987
34,Tonga,30,Canada,17,27.84,11.580795506171938,1,1,1,26.33,14.824866085082666,1,1,1,2.16,-9.329999999999998
35,Fiji,22,USA,3,27.19,11.09180096569723,1,1,1,20.92,11.772923573943686,1,0,0,-5.190000000000001,-17.92
36,Samoa,27,Japan,49,31.78,12.495500131500098,1,1,1,31.02,16.701778972922344,1,0,0,-4.780000000000001,17.98
37,Samoa,18,USA,13,24.05,10.169573568720239,1,1,1,23.31,13.24431329039578,1,1,0,-6.050000000000001,-10.309999999999999
38,Fiji,41,Japan,17,35.98,14.49032698207704,1,1,1,28.35,14.798742269645373,1,1,0,5.020000000000003,-11.350000000000001
39,Japan,19,New Zealand,64,26.05,10.731347228480475,1,1,1,34.35,17.598712362899086,1,0,0,-7.050000000000001,29.65
40,England,22,New Zealand,24,21.67,8.80637501361022,1,1,1,24.94,12.83785956396743,1,1,1,0.3299999999999983,-0.9400000000000013
41,Scotland,57,Fiji,17,32.16,12.578793066398546,1,0,0,24.58,13.062502122269906,1,1,1,24.840000000000003,-7.579999999999998
42,Ireland,13,New Zealand,23,22.64,9.157437301462553,1,0,0,21.02,11.16809173235977,1,1,1,-9.64,1.9800000000000004
43,England,37,Australia,42,27.06,10.715103544605029,1,1,0,24.24,12.516737375774083,1,0,0,9.940000000000001,17.76
44,Italy,18,Argentina,50,23.84,9.755820400310142,1,1,1,28.17,14.779700008937432,1,0,0,-5.84,21.83
45,France,52,Japan,12,36.77,14.675736756120521,1,0,0,25.79,13.761689219089225,1,1,0,15.229999999999997,-13.79
46,Wales,19,Fiji,24,22.46,9.013960652960003,1,1,1,28.24,14.808585116751221,1,1,1,-3.460000000000001,-4.239999999999998
47,Scotland,15,South Africa,32,23.19,9.7828934873035,1,1,0,25.45,13.311887589957875,1,1,1,-8.190000000000001,6.550000000000001
48,Ireland,22,Argentina,19,26.7,10.445303241881527,1,1,1,20.89,11.333267174796534,1,1,1,-4.699999999999999,-1.8900000000000006
49,Japan,36,Uruguay,20,32.19,13.627762682631964,1,1,1,28.43,15.648174205959604,1,1,1,3.8100000000000023,-8.43
50,Spain,19,Fiji,33,24.65,10.569943111676839,1,1,1,27.09,14.935151780234001,1,1,1,-5.649999999999999,5.91
51,Scotland,59,Portugal,21,39.68,16.579525729879656,1,0,0,22.46,12.4467649625621,1,1,1,19.32,-1.4600000000000009
52,England,20,South Africa,29,18.97,7.698886342417462,1,1,1,24.46,12.672502700691242,1,1,1,1.0300000000000011,4.539999999999999
53,France,30,New Zealand,29,24.64,9.709621353481584,1,1,1,24.95,12.957575845440513,1,1,1,5.359999999999999,4.050000000000001
54,Italy,20,Georgia,17,22.76,9.67320079971167,1,1,1,23.66,13.107425161363762,1,1,1,-2.7600000000000016,-6.66
55,Wales,20,Australia,52,23.13,9.155356932225176,1,1,1,28.71,14.50678823590628,1,0,0,-3.129999999999999,23.29
56,France,37,Argentina,23,29.52,11.43044954729968,1,1,0,24.88,12.91276298071469,1,1,1,7.48,-1.879999999999999
