,home_team,home_score,away_team,away_score,Mean_x,std_x,95_flag_x,68_flag_x,50_flag_x,Mean_y,std_y,95_flag_y,68_flag_y,50_flag_y,home_resid,away_resid,home_resid_abs,away_resid_abs,Home Win (%),Away Win (%),Draw (%)
20,New Zealand,24,England,17,28.58,11.452917398527767,1,1,1,20.45,10.238070325994054,1,1,1,-4.579999999999998,-3.4499999999999993,4.579999999999998,3.4499999999999993,69.925,27.675,2.4
21,Australia,36,Wales,28,31.15,12.186947895186883,1,1,1,22.64,11.580040152672183,1,1,1,4.850000000000001,5.359999999999999,4.850000000000001,5.359999999999999,69.72500000000001,27.875,2.4
22,South Africa,24,Ireland,25,22.94,9.496003682470853,1,1,1,17.79,9.169225144471042,1,1,0,1.0599999999999987,7.210000000000001,1.0599999999999987,7.210000000000001,65.47500000000001,31.35,3.175
23,Argentina,33,France,25,26.7,10.800851468171388,1,1,1,28.04,13.439173316744597,1,1,1,6.300000000000001,-3.039999999999999,6.300000000000001,3.039999999999999,46.400000000000006,51.125,2.475
24,Australia,7,South Africa,33,19.46,8.908567501989307,1,0,0,29.89,14.667257540181122,1,1,1,-12.46,3.1099999999999994,12.46,3.1099999999999994,25.55,72.02499999999999,2.4250000000000003
25,New Zealand,30,Argentina,38,30.9,12.178973314692827,1,1,1,22.19,11.145549739694316,1,0,0,-0.8999999999999986,15.809999999999999,0.8999999999999986,15.809999999999999,70.15,27.425,2.4250000000000003
26,New Zealand,42,Argentina,10,30.79,12.204597491826595,1,1,0,22.14,11.29053850575782,1,0,0,11.21,-12.14,11.21,12.14,70.125,27.675,2.1999999999999997
27,Australia,12,South Africa,30,19.54,8.44624685511263,1,1,0,30.21,14.785365904755283,1,1,1,-7.539999999999999,-0.21000000000000085,7.539999999999999,0.21000000000000085,25.624999999999996,72.02499999999999,2.35
28,Fiji,42,Samoa,16,32.67,13.171526107478966,1,1,0,21.78,11.400674530482835,1,1,1,9.329999999999998,-5.780000000000001,9.329999999999998,5.780000000000001,73.3,24.55,2.15
29,Canada,28,Japan,55,30.32,12.130849558048274,1,1,1,34.31,17.626802205732044,1,0,0,-2.3200000000000003,20.689999999999998,2.3200000000000003,20.689999999999998,43.1,54.425000000000004,2.475
30,Samoa,43,Tonga,17,31.89,13.12820085731476,1,1,0,25.41,13.124812834379773,1,1,1,11.11,-8.41,11.11,8.41,63.87500000000001,34.050000000000004,2.075
31,USA,28,Canada,15,27.25,11.445424751838614,1,1,1,20.87,11.251455183664023,1,1,1,0.75,-5.870000000000001,0.75,5.870000000000001,66.27499999999999,31.474999999999998,2.25
32,Tonga,19,Fiji,50,22.78,9.67270773878752,1,1,1,32.81,16.582186345593875,1,0,0,-3.780000000000001,17.189999999999998,3.780000000000001,17.189999999999998,30.0,67.45,2.55
33,Japan,41,USA,24,28.75,11.87959383775388,1,0,0,26.32,13.595171707264312,1,1,1,12.25,-2.3200000000000003,12.25,2.3200000000000003,56.49999999999999,40.8,2.7
34,Tonga,30,Canada,17,30.04,12.298496645931973,1,1,1,27.36,13.995034976733713,1,1,1,-0.03999999999999915,-10.36,0.03999999999999915,10.36,56.39999999999999,41.775,1.825
35,Fiji,22,USA,3,27.52,11.358266934264224,1,1,1,19.2,10.384939816869426,0,0,0,-5.52,-16.2,5.52,16.2,70.825,26.6,2.5749999999999997
36,Samoa,27,Japan,49,33.03,13.088389967352745,1,1,1,31.53,15.84278419147026,1,0,0,-6.030000000000001,17.47,6.030000000000001,17.47,53.75,44.074999999999996,2.175
37,Samoa,18,USA,13,24.29,10.064984736699802,1,1,1,23.3,12.299386122892475,1,1,0,-6.289999999999999,-10.3,6.289999999999999,10.3,52.525,44.45,3.025
38,Fiji,41,Japan,17,36.84,14.579992926953018,1,1,1,25.6,12.638729168709961,1,1,1,4.159999999999997,-8.600000000000001,4.159999999999997,8.600000000000001,72.02499999999999,25.924999999999997,2.0500000000000003
39,Japan,19,New Zealand,64,25.18,10.194628965783895,1,1,1,35.64,17.610102425525525,1,0,0,-6.18,28.36,6.18,28.36,30.575000000000003,67.675,1.7500000000000002
40,England,22,New Zealand,24,22.26,8.986306940979704,1,1,1,26.31,13.023194299018963,1,1,1,-0.26000000000000156,-2.3099999999999987,0.26000000000000156,2.3099999999999987,40.625,56.65,2.725
41,Scotland,57,Fiji,17,28.5,11.517052563481684,0,0,0,25.39,12.227396879037663,1,1,1,28.5,-8.39,28.5,8.39,56.8,40.575,2.625
42,Ireland,13,New Zealand,23,22.47,9.435306447063603,1,1,0,20.07,10.300108588626626,1,1,1,-9.469999999999999,2.9299999999999997,9.469999999999999,2.9299999999999997,56.725,40.050000000000004,3.225
43,England,37,Australia,42,28.86,11.670551615069444,1,1,0,24.37,12.281471896214232,1,0,0,8.14,17.63,8.14,17.63,60.975,36.775000000000006,2.25
44,Italy,18,Argentina,50,24.32,10.013909076879019,1,1,1,27.28,13.760018159508366,1,0,0,-6.32,22.72,6.32,22.72,44.025,53.449999999999996,2.5250000000000004
45,France,52,Japan,12,37.54,14.612435027657096,1,0,0,25.45,12.48691542926034,1,0,0,14.46,-13.45,14.46,13.45,73.02499999999999,25.374999999999996,1.6
46,Wales,19,Fiji,24,21.52,8.869478476071748,1,1,1,30.08,14.740261851049322,1,1,1,-2.5199999999999996,-6.079999999999998,2.5199999999999996,6.079999999999998,30.625000000000004,67.425,1.95
47,Scotland,15,South Africa,32,21.66,9.360134343987804,1,1,1,27.3,13.818281095617502,1,1,1,-6.66,4.699999999999999,6.66,4.699999999999999,36.449999999999996,61.3,2.25
48,Ireland,22,Argentina,19,28.3,11.542828412048756,1,1,1,19.87,10.361849735327182,1,1,1,-6.300000000000001,-0.870000000000001,6.300000000000001,0.870000000000001,70.8,27.05,2.15
49,Japan,36,Uruguay,20,31.8,13.407124738362063,1,1,1,29.16,14.977573466269495,1,1,1,4.199999999999999,-9.16,4.199999999999999,9.16,56.125,42.0,1.875
50,Spain,19,Fiji,33,23.82,10.238992125692839,1,1,1,28.08,14.597196595151413,1,1,1,-4.82,4.920000000000002,4.82,4.920000000000002,40.525,56.95,2.5250000000000004
51,Scotland,59,Portugal,21,38.54,16.281344961335353,1,0,0,23.15,11.93658644671918,1,1,1,20.46,-2.1499999999999986,20.46,2.1499999999999986,78.675,19.975,1.35
52,England,20,South Africa,29,18.95,8.261588088860398,1,1,1,27.48,13.560035746173385,1,1,1,1.0500000000000007,1.5199999999999996,1.0500000000000007,1.5199999999999996,28.725,68.77499999999999,2.5
53,France,30,New Zealand,29,24.5,9.972085335450153,1,1,1,24.91,12.359545579733101,1,1,1,5.5,4.09,5.5,4.09,49.35,47.75,2.9000000000000004
54,Italy,20,Georgia,17,23.15,10.403691604425806,1,1,1,23.81,12.542592873883772,1,1,1,-3.1499999999999986,-6.809999999999999,3.1499999999999986,6.809999999999999,48.475,48.875,2.65
55,Wales,20,Australia,52,24.69,9.95285280711013,1,1,1,28.82,14.01468911535322,1,0,0,-4.690000000000001,23.18,4.690000000000001,23.18,40.050000000000004,57.725,2.225
56,France,37,Argentina,23,30.55,12.10305329245476,1,1,1,23.96,11.693973565473799,1,1,1,6.449999999999999,-0.9600000000000009,6.449999999999999,0.9600000000000009,65.14999999999999,32.25,2.6
